Permit Type Definition,Street Suffix,Existing Construction Type Description,Proposed Construction Type Description,Fire Only Permit,Lot,Description,Current Status,cost_changed,total_unit_after_completion,Permit_lifespan_days,time_of_completion_days,time_of_issue_days,percentage_story_increase
0.7142857142857142,12,0,0,0,314,8700,6,1,0.0,1526,151,0.0,1.0
0.7142857142857142,1,0,0,0,160,8700,6,1,0.0,1519,144,0.0,1.0
0.7142857142857142,1,5,5,0,230,8599,5,1,12.0,1519,1861,0.0,0.5
0.7142857142857142,12,0,0,0,362,8700,6,1,0.0,1515,140,0.0,1.0
0.7142857142857142,1,0,0,0,271,8700,6,1,0.0,1513,138,0.0,1.0
0.7142857142857142,12,0,0,0,314,8700,6,1,0.0,1507,132,0.0,1.0
0.7142857142857142,12,0,0,0,368,8700,6,1,0.0,1506,131,0.0,1.0
0.7142857142857142,12,0,0,0,390,8700,6,1,0.0,1500,125,0.0,1.0
0.7142857142857142,12,5,5,0,315,7745,3,0,2.0,182,20,0.0,0.5
0.7142857142857142,1,0,0,0,495,8808,6,1,0.0,1493,118,0.0,1.0
0.7142857142857142,12,0,0,0,334,8700,6,1,0.0,1493,118,0.0,1.0
0.7142857142857142,2,0,0,0,436,8700,6,1,0.0,1492,117,0.0,1.0
0.7142857142857142,12,0,0,0,108,8746,8,1,0.0,1491,116,0.0,1.0
0.7142857142857142,1,0,0,0,362,8712,6,1,0.0,1487,112,0.0,1.0
0.7142857142857142,12,0,0,0,309,8700,6,1,0.0,1487,112,0.0,1.0
1.0,12,0,0,0,456,5208,5,2,0.0,1480,1861,0.0,1.0
0.7142857142857142,12,0,0,0,261,8700,6,1,0.0,1474,99,0.0,1.0
0.7142857142857142,1,0,0,0,353,8700,6,1,0.0,1470,95,0.0,1.0
0.7142857142857142,12,0,0,0,334,8722,6,1,0.0,1466,91,0.0,1.0
0.7142857142857142,12,0,0,0,368,8762,6,1,0.0,1466,91,0.0,1.0
0.7142857142857142,12,0,0,0,434,8700,6,1,0.0,1464,89,0.0,1.0
0.7142857142857142,12,0,0,0,339,8762,6,1,0.0,1460,85,0.0,1.0
0.7142857142857142,12,0,0,0,261,8700,6,1,0.0,1460,85,0.0,1.0
0.7142857142857142,12,0,0,0,415,8762,6,1,0.0,1460,85,0.0,1.0
0.0,12,0,0,0,229,3037,5,1,0.0,1458,1861,0.0,1.0
0.7142857142857142,12,0,0,0,373,8700,6,1,0.0,1456,81,0.0,1.0
0.7142857142857142,12,0,0,0,230,8826,6,1,0.0,1453,78,0.0,1.0
0.7142857142857142,12,0,0,0,20,8809,6,1,0.0,1446,71,0.0,1.0
0.7142857142857142,1,5,5,0,402,3565,6,0,6.0,181,71,0.0,0.5
0.7142857142857142,1,0,0,0,473,8700,6,1,0.0,1445,70,0.0,1.0
0.7142857142857142,12,0,0,0,229,8700,6,1,0.0,1443,68,0.0,1.0
0.7142857142857142,12,0,0,0,302,8792,6,1,0.0,1442,67,0.0,1.0
0.7142857142857142,1,0,0,0,8,8700,6,1,0.0,1438,63,0.0,1.0
0.7142857142857142,12,0,0,0,473,8700,6,1,0.0,1437,62,0.0,1.0
0.7142857142857142,12,0,0,0,484,8700,6,1,0.0,1436,61,0.0,1.0
0.7142857142857142,12,0,0,0,474,8762,6,1,0.0,1436,61,0.0,1.0
0.7142857142857142,12,0,0,0,261,8700,6,1,0.0,1436,61,0.0,1.0
0.7142857142857142,12,0,0,0,492,2160,6,1,0.0,1435,60,0.0,1.0
0.7142857142857142,12,0,0,0,211,8700,6,1,0.0,1435,60,0.0,1.0
0.7142857142857142,12,0,0,0,334,8796,6,1,0.0,1445,60,10.0,1.0
0.7142857142857142,12,0,0,0,250,8852,6,1,0.0,1432,57,0.0,1.0
0.7142857142857142,12,0,0,0,261,8700,6,1,0.0,1425,50,0.0,1.0
0.0,12,5,5,0,415,9383,5,2,16.0,1424,1861,0.0,0.5
0.42857142857142855,2,0,1,0,490,1946,5,1,74.0,1423,1861,0.0,0.5
0.7142857142857142,12,0,0,0,396,8700,6,1,0.0,1421,46,0.0,1.0
0.7142857142857142,12,0,0,0,288,8700,6,1,0.0,1421,46,0.0,1.0
0.7142857142857142,12,0,0,0,309,8700,6,1,0.0,1417,42,0.0,1.0
0.7142857142857142,15,0,0,0,278,8762,6,1,0.0,1416,41,0.0,1.0
0.7142857142857142,12,0,0,0,411,8700,6,1,0.0,1416,41,0.0,1.0
0.0,1,5,5,0,368,3372,5,1,3.0,1415,1861,0.0,0.5
1.0,1,0,0,0,314,9629,2,2,0.0,3157,1861,0.0,1.0
0.0,1,3,3,1,348,4817,3,2,0.0,790,728,430.0,0.5
0.7142857142857142,12,5,5,0,368,9543,3,0,8.0,360,1136,0.0,0.5
0.0,12,5,5,0,309,5254,2,2,1.0,2488,1861,0.0,0.5
0.7142857142857142,1,5,5,0,436,7899,4,0,2.0,361,993,1.0,0.5
0.14285714285714285,12,5,0,0,229,2631,6,2,0.0,962,202,782.0,1.0
0.7142857142857142,1,5,5,0,387,8590,11,1,16.0,2174,1861,0.0,0.5
0.0,1,5,5,0,295,2092,6,2,0.0,1000,97,635.0,0.5
0.0,12,5,5,1,418,5143,3,2,0.0,495,469,135.0,0.5
0.7142857142857142,12,0,0,0,383,8999,3,1,0.0,1455,558,15.0,1.0
0.0,12,5,5,0,315,1992,2,2,2.0,2052,1861,0.0,0.5
0.7142857142857142,1,5,5,0,137,5076,3,0,2.0,360,540,0.0,0.5
0.0,12,5,5,0,407,8583,11,2,12.0,1975,1861,0.0,0.5
0.7142857142857142,12,5,5,0,357,3208,11,1,2.0,1967,1861,0.0,0.5
0.14285714285714285,12,5,0,0,396,9567,3,0,1.0,595,127,414.0,1.0
0.7142857142857142,5,5,5,0,380,7745,3,0,2.0,360,378,0.0,0.5
0.0,12,5,5,0,339,8589,0,0,34.0,1885,1861,0.0,0.5
0.7142857142857142,1,5,5,0,257,7745,3,0,2.0,360,361,0.0,0.5
0.7142857142857142,12,5,5,0,348,1867,3,0,14.0,360,309,0.0,0.5
0.7142857142857142,12,3,3,1,387,721,3,2,0.0,360,295,0.0,0.5
0.7142857142857142,12,5,5,0,179,1246,3,0,6.0,361,218,1.0,0.5
0.7142857142857142,12,3,3,0,278,7900,3,0,0.0,368,339,8.0,0.5
0.7142857142857142,5,5,5,0,302,8165,11,1,2.0,1789,1861,0.0,0.5
0.7142857142857142,12,5,5,0,390,7750,3,0,2.0,360,322,0.0,0.5
0.7142857142857142,12,5,5,0,461,4059,3,0,0.0,1086,218,6.0,0.5
0.8571428571428571,12,1,0,0,288,9637,6,0,0.0,372,112,249.0,1.0
0.7142857142857142,12,5,5,0,278,569,6,2,2.0,127,140,5.0,0.5
0.7142857142857142,12,5,5,0,315,7750,3,0,8.0,360,137,0.0,0.5
1.0,12,0,0,0,450,4865,6,0,0.0,351,85,231.0,1.0
0.8571428571428571,12,2,0,0,348,2783,11,2,0.0,1690,1861,0.0,1.0
0.7142857142857142,12,5,5,0,407,1684,3,0,32.0,360,153,0.0,0.5
0.7142857142857142,12,5,5,0,229,2996,3,0,8.0,395,113,35.0,0.5
0.7142857142857142,12,5,5,0,436,282,3,0,30.0,360,97,0.0,0.5
0.7142857142857142,12,1,1,0,241,8987,3,0,0.0,361,66,1.0,0.5
0.8571428571428571,12,1,0,0,229,9632,11,2,0.0,1654,1861,0.0,1.0
0.7142857142857142,12,5,5,0,325,7745,2,0,2.0,360,279,0.0,0.5
0.7142857142857142,12,5,5,0,397,7745,3,0,4.0,360,224,0.0,0.5
0.0,12,5,5,0,407,8584,6,1,12.0,405,41,223.0,0.5
0.8571428571428571,12,5,0,0,394,4724,3,0,0.0,407,20,47.0,1.0
0.7142857142857142,12,4,4,0,387,8606,3,2,18.0,365,138,5.0,0.5
0.7142857142857142,12,3,3,1,373,3670,3,0,0.0,1082,139,2.0,0.5
0.7142857142857142,15,5,5,0,495,1458,3,0,2.0,360,135,0.0,0.5
0.7142857142857142,12,1,1,0,362,584,3,0,0.0,361,146,1.0,0.5
0.7142857142857142,12,5,5,0,490,7750,3,0,12.0,360,89,0.0,0.5
0.7142857142857142,12,1,1,0,394,3864,6,0,144.0,561,49,196.0,0.5
0.7142857142857142,12,2,2,1,484,3977,3,2,830.0,361,32,1.0,0.5
0.14285714285714285,12,3,0,0,436,2657,1,0,0.0,1618,1861,0.0,1.0
0.7142857142857142,12,5,5,0,443,5629,3,0,2.0,360,167,0.0,0.5
0.7142857142857142,12,5,5,0,427,5224,3,0,8.0,360,75,0.0,0.5
0.7142857142857142,12,5,5,0,106,7745,3,0,2.0,360,12,0.0,0.5
0.7142857142857142,12,5,5,1,263,3661,3,0,0.0,360,84,0.0,0.5
0.0,12,5,5,0,302,2176,1,2,10.0,1599,1861,0.0,0.5
0.7142857142857142,12,1,1,0,362,419,6,0,700.0,375,209,15.0,0.5
0.7142857142857142,12,1,1,0,380,741,6,0,0.0,1098,204,18.0,0.5
0.7142857142857142,12,0,0,0,290,8700,6,1,0.0,1597,218,4.0,1.0
0.7142857142857142,12,5,5,0,339,7745,6,0,4.0,360,221,0.0,0.5
0.7142857142857142,12,0,0,0,477,8700,6,1,0.0,1593,218,0.0,1.0
0.7142857142857142,12,0,0,0,314,8762,6,1,0.0,1591,216,0.0,1.0
0.7142857142857142,12,0,0,0,314,8700,6,1,0.0,1590,215,0.0,1.0
0.0,12,5,5,0,342,5047,5,2,13.0,1590,1861,0.0,0.5
0.7142857142857142,12,0,0,0,476,8762,6,1,0.0,1590,215,0.0,1.0
0.7142857142857142,12,0,0,0,448,8700,6,1,0.0,1844,214,255.0,1.0
0.2857142857142857,11,0,0,0,314,8608,1,2,0.0,790,1861,0.0,1.0
0.7142857142857142,12,0,0,0,488,8826,6,1,0.0,1589,214,0.0,1.0
0.7142857142857142,1,5,5,0,342,7745,3,0,24.0,360,9,0.0,0.5
0.7142857142857142,12,0,0,0,396,8700,6,1,0.0,1585,210,0.0,1.0
0.7142857142857142,12,0,0,0,271,8700,6,1,0.0,1584,209,0.0,1.0
0.7142857142857142,12,0,0,0,473,8700,6,1,0.0,1584,209,0.0,1.0
0.7142857142857142,12,0,0,0,241,8700,6,1,0.0,1584,209,0.0,1.0
0.7142857142857142,12,0,0,0,436,8791,6,1,0.0,1583,208,0.0,1.0
0.7142857142857142,12,0,0,0,407,8700,6,1,0.0,1583,208,0.0,1.0
0.7142857142857142,12,0,0,0,302,8700,6,1,0.0,1583,208,0.0,1.0
0.7142857142857142,12,0,0,0,374,8700,6,1,0.0,1583,208,0.0,1.0
0.7142857142857142,12,0,0,0,490,8700,6,1,0.0,1582,207,0.0,1.0
0.5714285714285714,12,0,5,0,431,2388,5,1,3.0,1582,1861,0.0,0.625
0.5714285714285714,1,0,5,0,315,2851,5,1,2.0,1582,1861,0.0,0.625
0.7142857142857142,12,5,5,0,407,9532,6,0,6.0,360,204,0.0,0.5
0.7142857142857142,12,0,0,0,353,8700,6,1,0.0,1579,204,0.0,1.0
0.7142857142857142,5,0,0,0,1,8700,6,1,0.0,1578,203,0.0,1.0
0.7142857142857142,1,0,0,0,38,8728,6,1,0.0,1578,203,0.0,1.0
0.7142857142857142,1,0,0,0,362,8700,6,1,0.0,1577,202,0.0,1.0
0.7142857142857142,12,0,0,0,374,8700,6,1,0.0,1576,201,0.0,1.0
0.7142857142857142,12,0,0,0,492,8700,6,1,0.0,1577,201,1.0,1.0
0.7142857142857142,12,0,0,0,446,8762,6,1,0.0,1575,200,0.0,1.0
0.7142857142857142,12,0,0,0,288,8700,6,1,0.0,1575,200,0.0,1.0
0.7142857142857142,12,0,0,0,198,8700,6,1,0.0,1575,200,0.0,1.0
0.42857142857142855,12,0,1,0,373,1176,5,0,2.0,1572,1861,0.0,0.7142857142857143
0.7142857142857142,1,0,0,0,407,8700,6,1,0.0,1572,197,0.0,1.0
0.7142857142857142,1,0,0,0,378,8700,6,1,0.0,1571,196,0.0,1.0
0.7142857142857142,12,0,0,0,357,8700,6,1,0.0,1570,195,0.0,1.0
0.7142857142857142,1,0,0,0,387,8700,6,1,0.0,1570,195,0.0,1.0
0.7142857142857142,1,5,5,0,334,7745,6,0,8.0,184,194,0.0,0.5
0.7142857142857142,12,0,0,0,288,8700,6,1,0.0,1569,194,0.0,1.0
0.7142857142857142,12,0,0,0,39,8700,6,1,0.0,1569,194,0.0,1.0
0.7142857142857142,12,0,0,0,261,8700,6,1,0.0,1569,194,0.0,1.0
0.7142857142857142,12,0,0,0,473,8700,6,1,0.0,1569,194,0.0,1.0
0.7142857142857142,12,0,0,0,420,8700,6,1,0.0,1568,193,0.0,1.0
0.7142857142857142,12,0,0,0,504,8544,6,1,0.0,1565,190,0.0,1.0
0.7142857142857142,1,0,0,0,355,8705,6,1,0.0,1565,190,0.0,1.0
0.7142857142857142,1,0,0,0,334,8713,6,1,0.0,1564,189,0.0,1.0
0.7142857142857142,12,0,0,0,477,8700,6,1,0.0,1564,189,0.0,1.0
0.7142857142857142,5,0,0,0,407,8762,6,1,0.0,1564,189,0.0,1.0
0.7142857142857142,12,0,0,0,427,8700,6,1,0.0,1564,189,0.0,1.0
0.42857142857142855,2,0,1,0,229,2820,6,2,0.0,1563,-6,194.0,0.8333333333333334
0.7142857142857142,12,5,5,0,315,7593,5,1,6.0,1562,1861,0.0,0.5
0.7142857142857142,12,0,0,0,229,8762,6,1,0.0,1562,187,0.0,1.0
0.7142857142857142,12,0,0,0,325,8762,6,1,0.0,1562,187,0.0,1.0
0.7142857142857142,12,0,0,0,464,8700,6,1,0.0,1562,187,0.0,1.0
0.7142857142857142,1,5,5,0,241,7745,6,2,2.0,184,187,0.0,0.5
0.7142857142857142,12,0,0,0,229,8700,6,1,0.0,1561,186,0.0,1.0
0.7142857142857142,12,0,0,0,477,8700,6,1,0.0,1561,186,0.0,1.0
0.7142857142857142,1,0,0,0,427,8762,6,1,0.0,1558,183,0.0,1.0
0.7142857142857142,12,0,0,0,357,8700,6,1,0.0,1558,183,0.0,1.0
0.7142857142857142,12,0,0,0,338,8700,6,1,0.0,1558,183,0.0,1.0
0.7142857142857142,12,0,0,0,407,8700,6,1,0.0,1557,182,0.0,1.0
0.14285714285714285,12,5,0,0,491,2679,1,0,0.0,1557,1861,0.0,1.0
0.7142857142857142,12,5,5,0,309,5870,6,0,8.0,184,181,0.0,0.5
0.7142857142857142,12,0,0,0,314,8762,6,1,0.0,1555,180,0.0,1.0
0.7142857142857142,12,0,0,0,407,8700,6,1,0.0,1555,180,0.0,1.0
0.7142857142857142,12,5,5,0,250,8594,6,0,16.0,185,179,1.0,0.5
0.7142857142857142,12,0,0,0,473,8700,6,1,0.0,1555,166,14.0,1.0
0.7142857142857142,1,0,0,0,436,8700,6,1,0.0,1554,179,0.0,1.0
0.7142857142857142,12,5,5,0,390,9155,3,1,10.0,368,95,3.0,0.5
0.7142857142857142,12,0,0,0,374,8815,6,1,0.0,1551,176,0.0,1.0
0.7142857142857142,12,0,0,0,248,8762,6,1,0.0,1550,175,0.0,1.0
0.7142857142857142,1,0,0,0,402,8700,6,1,0.0,1550,175,0.0,1.0
0.7142857142857142,12,0,0,0,241,8700,6,1,0.0,1550,175,0.0,1.0
0.7142857142857142,12,0,0,0,357,8700,6,1,0.0,1549,174,0.0,1.0
0.7142857142857142,12,0,0,0,241,8700,6,1,0.0,1548,173,0.0,1.0
0.7142857142857142,4,5,5,0,444,9150,6,2,144.0,122,172,0.0,0.5
0.7142857142857142,12,0,0,0,448,8700,6,1,0.0,1547,172,0.0,1.0
0.7142857142857142,12,0,0,0,288,8700,6,1,0.0,1547,172,0.0,1.0
0.7142857142857142,12,0,0,0,494,8700,6,1,0.0,1544,169,0.0,1.0
0.7142857142857142,12,0,0,0,314,8762,6,1,0.0,1544,169,0.0,1.0
0.7142857142857142,12,0,0,0,396,8700,6,1,0.0,1544,169,0.0,1.0
0.0,12,1,1,0,373,3012,3,0,526.0,321,29,140.0,0.5
0.7142857142857142,12,5,5,0,357,8591,6,2,14.0,520,12,155.0,0.5
0.7142857142857142,1,5,5,0,357,7258,3,0,4.0,122,33,0.0,0.5
0.7142857142857142,12,0,0,0,436,8700,6,1,0.0,1542,167,0.0,1.0
0.7142857142857142,12,0,0,0,309,8762,6,1,0.0,1542,167,0.0,1.0
0.7142857142857142,12,0,0,0,130,8762,6,1,0.0,1542,167,0.0,1.0
0.7142857142857142,12,0,0,0,374,8700,6,1,0.0,1541,166,0.0,1.0
0.7142857142857142,12,0,0,0,387,8700,6,1,0.0,1541,166,0.0,1.0
0.0,1,5,5,0,390,8597,5,2,18.0,1541,1861,0.0,0.5
0.7142857142857142,1,5,5,0,339,5276,6,0,2.0,184,166,0.0,0.5
0.7142857142857142,12,0,0,0,261,8700,6,1,0.0,1541,166,0.0,1.0
0.7142857142857142,12,0,0,0,221,7239,5,1,0.0,1540,1861,0.0,1.0
0.7142857142857142,12,0,0,0,362,8700,6,1,0.0,1540,165,0.0,1.0
0.7142857142857142,12,0,0,0,357,8700,6,1,0.0,1540,165,0.0,1.0
0.7142857142857142,12,0,0,0,380,8700,6,1,0.0,1537,162,0.0,1.0
0.7142857142857142,12,0,0,0,448,8700,6,1,0.0,1537,162,0.0,1.0
0.7142857142857142,1,0,0,0,241,8700,6,1,0.0,1537,162,0.0,1.0
0.7142857142857142,12,0,0,0,302,8700,6,1,0.0,1536,161,0.0,1.0
0.7142857142857142,1,0,0,0,159,8700,6,1,0.0,1536,161,0.0,1.0
0.7142857142857142,12,0,0,0,440,8700,6,1,0.0,1536,161,0.0,1.0
0.7142857142857142,12,5,5,0,373,8599,5,1,12.0,1536,1861,0.0,0.5
0.7142857142857142,12,0,0,0,400,8700,6,1,0.0,1536,161,0.0,1.0
0.7142857142857142,12,5,5,0,342,4527,5,2,12.0,1535,1861,0.0,0.5
0.7142857142857142,12,0,0,0,325,8700,6,1,0.0,1535,160,0.0,1.0
0.7142857142857142,1,0,0,0,230,8700,6,1,0.0,1535,160,0.0,1.0
0.0,1,5,5,0,229,2178,1,2,14.0,1535,1861,0.0,0.5
0.7142857142857142,12,0,0,0,21,8700,6,1,0.0,1535,160,0.0,1.0
0.7142857142857142,12,0,0,0,400,8700,6,1,0.0,1535,160,0.0,1.0
0.7142857142857142,12,0,0,0,473,8700,5,1,0.0,1535,1861,0.0,1.0
0.7142857142857142,1,0,0,0,166,8700,6,1,0.0,1534,159,0.0,1.0
0.7142857142857142,12,0,0,0,236,8700,6,1,0.0,1533,158,0.0,1.0
0.0,12,5,5,0,408,3369,5,1,2.0,1533,1861,0.0,0.5
0.7142857142857142,12,0,0,0,309,8700,6,1,0.0,1529,154,0.0,1.0
0.7142857142857142,12,5,5,0,357,4349,3,0,4.0,181,149,0.0,0.5
0.7142857142857142,12,0,0,0,262,8762,6,1,0.0,1529,154,0.0,1.0
0.7142857142857142,12,0,0,0,339,8700,6,1,0.0,1528,153,0.0,1.0
0.7142857142857142,12,1,1,0,314,4359,6,2,164.0,181,153,0.0,0.5
0.7142857142857142,12,0,0,0,94,8700,6,1,0.0,1528,153,0.0,1.0
0.7142857142857142,1,5,5,0,342,3599,6,0,0.0,196,77,76.0,0.5
0.7142857142857142,1,0,0,0,407,8700,6,1,0.0,1528,153,0.0,1.0
0.7142857142857142,12,5,5,0,407,8588,5,1,26.0,1528,1861,0.0,0.5
0.7142857142857142,12,0,0,0,325,8762,6,1,0.0,1528,153,0.0,1.0
0.7142857142857142,1,0,0,0,314,8700,6,1,0.0,1528,153,0.0,1.0
0.7142857142857142,12,5,5,0,196,7901,5,0,6.0,1527,1861,0.0,0.5
0.7142857142857142,12,0,0,0,378,8700,6,1,0.0,1527,152,0.0,1.0
0.7142857142857142,1,0,0,0,407,8707,6,1,0.0,1527,152,0.0,1.0
0.7142857142857142,1,0,0,0,342,8700,6,1,0.0,1527,152,0.0,1.0
0.7142857142857142,12,0,0,0,190,8762,6,1,0.0,1526,151,0.0,1.0
0.7142857142857142,12,0,0,0,403,5039,6,1,0.0,1526,151,0.0,1.0
0.7142857142857142,1,5,5,0,93,5224,6,0,2.0,181,151,0.0,0.5
0.7142857142857142,12,0,0,0,445,8700,6,1,0.0,1523,148,0.0,1.0
0.7142857142857142,1,5,5,0,229,7078,3,0,36.0,390,115,25.0,0.5
0.7142857142857142,12,0,0,0,466,8700,6,1,0.0,1522,147,0.0,1.0
0.7142857142857142,12,0,0,0,466,8700,6,1,0.0,1522,147,0.0,1.0
0.7142857142857142,1,5,5,0,411,7745,6,0,8.0,122,147,0.0,0.5
0.7142857142857142,12,0,0,0,229,8700,5,1,0.0,1521,1861,0.0,1.0
0.7142857142857142,5,0,0,0,436,8700,6,1,0.0,1521,146,0.0,1.0
0.7142857142857142,12,5,5,0,353,8605,5,1,12.0,1522,1861,0.0,0.5
0.7142857142857142,1,5,5,0,353,8598,5,1,16.0,1521,1861,0.0,0.5
0.7142857142857142,12,5,5,0,491,10146,6,0,2.0,122,146,0.0,0.5
0.7142857142857142,12,0,0,0,495,8700,6,1,0.0,1521,146,0.0,1.0
0.7142857142857142,12,5,5,0,229,8599,5,1,10.0,1520,1861,0.0,0.5
0.7142857142857142,12,0,0,0,495,8700,6,1,0.0,1519,144,0.0,1.0
0.7142857142857142,12,0,0,0,390,8700,6,1,0.0,1519,144,0.0,1.0
0.0,15,5,5,0,430,8587,5,2,16.0,1519,1861,0.0,0.5
0.7142857142857142,1,0,0,0,450,8700,6,1,0.0,1519,144,0.0,1.0
0.7142857142857142,12,5,5,0,353,8591,5,1,12.0,1519,1861,0.0,0.5
0.7142857142857142,12,0,0,0,474,8700,6,1,0.0,1519,144,0.0,1.0
0.7142857142857142,12,5,5,0,437,8601,5,1,12.0,1519,1861,0.0,0.5
0.7142857142857142,12,0,0,0,481,8700,6,1,0.0,1516,141,0.0,1.0
0.7142857142857142,12,5,5,0,271,104,6,0,16.0,199,123,17.0,0.5
0.7142857142857142,1,0,0,0,302,8762,6,1,0.0,1515,140,0.0,1.0
0.7142857142857142,12,0,0,0,378,8700,6,1,0.0,1514,139,0.0,1.0
0.7142857142857142,1,0,0,0,362,8762,6,1,0.0,1514,139,0.0,1.0
0.7142857142857142,12,5,5,0,74,8595,6,0,12.0,521,-17,156.0,0.5
0.7142857142857142,12,5,5,0,314,7745,6,0,2.0,181,139,0.0,0.5
0.7142857142857142,12,0,0,0,339,8700,6,1,0.0,1514,139,0.0,1.0
0.0,1,5,5,0,437,1210,5,1,26.0,1514,1861,0.0,0.5
0.7142857142857142,1,0,0,0,380,8700,6,1,0.0,1513,138,0.0,1.0
0.0,12,5,5,0,420,1529,5,1,27.0,1513,1861,0.0,0.5
0.7142857142857142,12,0,0,0,380,8700,6,1,0.0,1513,138,0.0,1.0
0.7142857142857142,1,0,0,0,229,8700,6,1,0.0,1513,138,0.0,1.0
0.7142857142857142,12,1,1,1,436,2096,6,0,0.0,181,138,0.0,0.5
0.7142857142857142,12,0,0,0,461,8700,5,1,0.0,1512,1861,0.0,1.0
0.7142857142857142,12,0,0,0,5,8700,6,1,0.0,1512,137,0.0,1.0
0.7142857142857142,12,0,0,0,390,8700,6,1,0.0,1509,134,0.0,1.0
0.7142857142857142,12,0,0,0,298,8700,6,1,0.0,1508,133,0.0,1.0
0.7142857142857142,12,0,0,0,295,8700,6,1,0.0,1507,132,0.0,1.0
0.7142857142857142,12,0,0,0,408,5042,6,1,0.0,1507,132,0.0,1.0
0.7142857142857142,1,0,0,0,353,8700,6,1,0.0,1506,131,0.0,1.0
0.7142857142857142,12,0,0,0,241,8700,6,1,0.0,1506,131,0.0,1.0
0.7142857142857142,12,0,0,0,436,8700,6,1,0.0,1506,131,0.0,1.0
0.7142857142857142,1,0,0,0,197,8700,6,1,0.0,1505,130,0.0,1.0
0.7142857142857142,12,5,5,0,390,8600,5,1,20.0,1505,1861,0.0,0.5
0.7142857142857142,12,0,0,0,373,8700,6,1,0.0,1502,127,0.0,1.0
0.7142857142857142,12,0,0,0,380,8700,6,1,0.0,1501,126,0.0,1.0
0.7142857142857142,1,0,0,0,436,8700,6,1,0.0,1501,126,0.0,1.0
0.7142857142857142,12,0,0,0,348,8700,6,1,0.0,1500,125,0.0,1.0
